f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,Person,Artist,CelestialBody
86357907.088,78897852.338,52518548.868,66603892.114,48296788.947,48990219.253,60411243.071,14269301.673,52129228.06,60226773.27,60798021.928,41843925.321,75227768.53,86367303.059,38909657.394,27518834.272,24595036.684,46415187.333,62968012.772,80632194.712,35911101.338,15824474.385,90585912.533,80736140.414,42824344.705,20578814.807,13353507.224,41925519.53,73259039.063,61557506.377,47599182.565,26388433.891,59584364.949,25249286.425,83127495.302,53374144.874,26664676.557,50321892.828,47342233.797,96486318.102,71444718.021,65944946.093,63405003.871,82891940.144,11604264.771,73382746.421,40552288.839,32061011.354,90058430.319,69776288.399,0,0,1
86353272.526,78898953.277,52518801.842,66603194.996,48247553.065,48990543.781,60407580.975,14281411.282,52127773.976,60283033.494,60844108.003,41852626.322,75118380.387,86370546.626,38849949.934,27515240.448,24608647.829,46402248.859,63030048.275,80634548.417,35919451.736,15830786.102,90588613.344,80444199.459,42826174.877,20601387.847,13353273.608,41932632.203,73289651.869,61554537.949,47870249.754,26397855.748,59583599.712,25226251.674,83123767.785,53376481.774,26662652.532,50324646.948,47344511.524,96473360.798,71447387.129,65538895.527,63401834.731,82888030.635,11604105.851,73390463.321,40544527.563,32060451.522,90054305.822,69782103.868,0,0,1
86348110.256,78903452.026,52515540.956,66597590.294,48300699.15,48990120.94,60414723.995,14281338.597,52132307.909,60288512.359,60791399.735,41842009.557,75230189.698,86362201.802,38917539.447,27505720.163,24602983.516,46408904.299,63023204.53,80636307.83,35913925.989,15825917.828,90587749.966,80733333.967,42825060.124,20578390.358,13352171.957,41927038.725,73237760.352,61556216.111,47570704.995,26390809.471,59584535.537,25224895.994,83144165.921,53394117.778,26665816.77,50316304.863,47342741.422,96473122.281,71471530.141,65944612.251,63569082.584,82886728.532,11600967.759,73380470.71,40557267.567,32063366.35,90057293.836,69776275.864,0,0,1
86361074.544,78903760.047,52517985.772,66653274.86,48262865.12,48989024.763,60422771.794,14278161.589,52129028.879,60310174.075,60803140.872,41370504.646,75227267.855,86368969.757,38915280.69,27498007.356,24590672.089,46459329.085,63005831.076,80630202.351,35909806.507,15828127.327,90583664.534,80729781.297,42833337.552,20579237.279,13350637.132,41927790.093,73232123.492,61553700.651,47593247.405,26398122.052,59582651.674,25225660.329,83138964.865,53336184.002,26637149.504,50313173.963,47348787.018,96470992.982,71440117.623,65948587.856,63407563.569,82891577.92,11606736.904,73383806.425,40551682.648,32060839.625,90058884.586,69756506.346,0,0,1
86351184.119,78898619.75,52519663.95,66588642.475,48215549.351,48990283.514,60412788.677,14380013.986,52129762.524,60276314.589,60794142.937,41834423.062,75477194.807,86369708.491,38893750.877,27508960.928,24643908.943,46387746.743,63003626.122,80643286.976,35908760.142,15825189.863,90585899.932,80730793.673,42825258.944,20579310.642,13355884.999,41924122.477,73237552.791,61873863.083,47596831.546,26236699.775,59584545.53,25226110.661,83124001.12,53398255.518,26666563.377,50330275.842,47353451.954,96470759.836,71444781.906,65930625.26,63326082.051,82889371.15,11603650.336,73345305.208,40556220.407,32059568.929,90056100.968,69773897.74,0,0,1
86333327.351,79547606.567,52519178.495,66593301.808,48307928.288,48990270.869,60432484.04,14274367.366,52130494.728,60292378.182,60772477.88,41838174.548,75252034.878,86373576.206,38251557.246,27503135.977,24597591.006,46386722.124,62959527.224,80613530.496,35908637.698,15827342.323,90584855.354,80725104.351,42822265.042,20576391.831,13718103.26,41926343.99,72951710.282,61567341.344,47598490.17,25444445.348,59584914.075,25228163.766,83131183.39,53374824.705,26664577.09,50323825.996,47347971.113,96472035.236,71441841.533,66043945.408,63389664.552,82875581.141,11608909.116,73447594.068,40551094.037,32062165.905,90058894.142,69771357.809,0,0,1
86355982.756,79125167.303,52518512.779,66599039.66,48149409.729,48989964.922,60423592.602,15276994.047,52126546.377,60270159.505,60801349.043,41854453.314,75228541.318,86371031.566,38910412.536,27509056.664,24589395.351,46388482.268,63052254.999,80641330.845,35911883.047,15828687.761,90586769.26,80738703.137,42827253.942,20579697.735,13356200.086,41954572.667,73235512.783,61551259.893,47593385.31,26353846.431,59583983.009,25226476.788,83126256.908,53381066.888,26671552.908,50314108.199,47342757.889,96475272.173,71441859.173,65944851.359,63367422.745,82890581.859,11605406.571,73372929.789,40549898.308,32061843.681,90060809.169,69772469.471,0,0,1
86394916.753,78913466.177,52519680.393,66590136.625,48304887.244,48990256.098,60428108.641,14256952.261,52131471.989,60276204.125,60780137.683,41842814.83,75232241.227,86364463.508,38906762.787,27647529.877,24582383.957,46380134.736,63020076.927,80804116.064,35912360.939,15828075.177,90585870.646,80718830.718,42825480.489,20619654.303,13352575.921,42109264.275,73209909.264,61550606.016,47589285.943,26387075.367,59585312.198,25230125.04,83126388.39,53374148.618,26665453.447,49780548.58,47345342.024,96477581.829,71444812.62,65948468.561,63396999.584,82683771.102,11586032.699,73375832.507,40565668.674,32059583.624,90055558.52,69773596.904,0,0,1
86358700.853,78894803.867,52518613.862,66601214.686,48294704.285,48990281.945,60414681.091,14277625.951,52129833.916,60269819.458,60783418.582,41889261.022,75225088.265,86368915.784,38919022.776,27508048.761,24591253.164,46391078.518,63035221.322,80639795.529,35911766.475,15988562.092,90584602.447,80728703.764,42826470.956,20583321.105,13354408.234,41927357.739,73231720.231,61548986.989,47634089.241,26385360.189,59584368.423,25230340.438,83125701.759,53381851.582,26665662.308,50320334.015,47356474.194,96473150.586,71443240.021,65946651.173,63402594.69,82889945.785,11604740.5,73380646.609,40548221.631,32061660.966,90058088.779,69776889.235,0,0,1
86397804.374,78984505.564,52519706.217,66579819.793,48304536.739,49008575.657,60428705.675,14287844.784,52131361.576,60280839.34,60813391.541,41845801.955,75235771.167,86359233.931,38917306.056,27526897.673,24570440.364,46414698.28,62895337.745,80643199.784,35914571.507,15830991.148,90583966.13,80533273.484,42824360.07,20547480.588,13351441.773,41925359.021,73169171.807,61559013.032,47584561.979,26521284.441,59556416.848,25227612.718,83108877.395,53374846.176,26670609.308,50306185.893,47348924.098,96474386.153,71444270.002,65944028.198,63377672.273,82899632.357,11601546.588,73383434.889,40554641.561,32060924.864,90061549.166,69774018.956,0,0,1
86356536.337,78903199.136,52520125.131,66605176.925,48300059.866,48989670.249,60426214.203,14275503.08,52131107.008,60268166.224,60799073.383,41844465.46,75196791.875,86362613.638,38915257.536,27518622.844,24597719.602,46410811.376,63051707.911,80625498.202,36022785.851,15824848.514,90585430.045,80747586.184,42827763.854,20581432.965,13359555.994,41898968.995,73241108.713,61386839.611,47664231.037,26383322.744,59584298.453,25230824.951,83100253.157,53897887.611,26665865.392,50358563.641,47334646.302,96474706.28,71428003.219,65991271.665,63238139.104,82723111.052,11599249.066,73367998.643,40556273.616,32058851.89,90058549.138,69770413.931,0,0,1
86356684.731,78901110.898,52519277.555,66600985.919,48287055.43,48990215.738,60422849.996,14272260.615,52129643.806,60280473.049,60798097.808,41843147.533,75241889.853,86373930.81,38903859.447,27566148.568,24592468.361,46412826.916,63102371.852,80637898.609,35782081.093,15827854.615,90583235.478,80727795.158,42826629.151,20582346.157,13355165.382,41916447.065,73250208.762,61559718.019,47592662.767,26388086.792,59584211.657,25227546.295,83127569.722,53374097.375,26666074.103,50315032.767,47342351.979,96489382.341,71443463.556,65940899.184,63401814.759,82885687.463,11576499.349,73376958.788,40557776.595,32061402.357,90058720.944,69774901.889,0,0,1
86359079.112,78912565.398,52519053.814,66980819.206,48303321.12,48990227.277,60416855.398,14320917.866,52030548.694,60288992.455,60783231.502,41837999.324,75227771.241,86379715.579,38909538.976,27492127.742,24589097.044,46323547.665,63018631.185,80637553.958,35912697.055,15828550.002,90586620.687,80785408.136,42825112.832,20572831.788,13360498.39,41929696.646,73231300.841,61557454.816,47578969.687,26387361.403,59584155.092,25227422.824,83122861.262,53378938.08,26667914.552,50344674.97,47374880.902,96473345.994,71450215.938,65946321.248,63400102.096,82888624.366,11592831.735,73378891.163,40553270.501,32061128.694,90063984.552,69768869.656,0,0,1
86360628.791,78880071.387,52519844.796,66598024.256,48296573.132,48990594.884,60415432.951,14294149.029,52130950.589,60294090.628,60794882.845,41845433.856,75237964.775,86375409.455,38895971.819,27510276.781,24579500.66,46397450.322,63021755.207,80625152.668,35908418.871,15833954.284,90595527.357,80671722.201,42850884.983,20576220.36,13351309.115,41930828.213,73175140.265,61551174.286,47703020.484,26327729.965,59584673.806,25227457.795,83163177.529,53378687.166,26664930.432,50316776.173,47350844.382,96472310.47,71440432.871,65945532.041,63412223.131,82874229.104,11601766.463,73385854.231,40552171.667,32062497.207,90059486.554,69777649.293,0,0,1
86344665.323,78895932.997,52520424.078,66687439.699,48307513.056,48989832.633,60426728.896,14280247.483,52130250.441,60485063.908,60797566.72,41867542.436,75245751.15,86373092.505,38926729.171,27607420.879,24595277.795,46700359.518,63068570.517,80664280.033,35911146.455,15829343.953,90584930.814,80731632.974,42824656.275,20575654.559,13310515.715,41919219.567,73232923.75,61569117.874,47595101.057,26383205.435,59584552.19,25411863.041,83139369.528,53375008.479,26664802.833,50329929.406,47340703.518,96473427.522,71441957.196,65935791.185,63383729.84,82892238.045,11601905.91,73380453.388,40564336.019,32062734.181,90058753.332,69765738.068,0,0,1
86356676.529,78898801.494,52520343.22,66613878.526,48296299.883,48990218.457,60410822.387,14270092.464,52128972.913,60267916.184,60797246.265,41839266.383,75231685.737,86368651.341,38910265.467,27516355.383,24594000.109,46416198.081,63050630.613,80635156.245,35908508.28,15824672.195,90585866.849,80802798.43,42826259.849,20583260.426,13353735.17,41929407.499,73252059.238,61557261.91,47592660.782,26382237.584,59584389.289,25231997.942,83127530.63,53375065.378,26664917.311,50309778.539,47342884.414,96472184.8,71445506.994,65944799.234,63402483.02,82885677.884,11603905.229,73383000.697,40552537.442,32061685.347,90058488.054,69774668.439,0,0,1
86304179.532,78898779.192,52518868.855,66597182.627,48298156.901,48990139.474,60412854.559,14260355.05,52130172.13,60242881.354,60793266.44,41836881.833,75232797.621,86368856.813,38934534.736,27510097.703,24593709.962,46415948.185,63056735.65,80639076.467,35912759.33,15829710.288,90587046.335,80730718.488,42825385.059,20580044.81,13353386.261,41926974.366,73246570.729,61557287.743,47596777.14,26372987.116,59584310.401,25225149.982,83127436.703,53373748.359,26665652.212,50324527.973,47346635.525,96475048.938,71442838.398,65947744.154,63394468.76,82885763.791,11590494.156,73314949.363,40551136.142,32061634.853,90058584.217,69679973.566,0,0,1
86357623.943,78902185.256,52519422.618,66839685.295,48301062.826,48990366.401,60410836.313,14286493.797,52128883.241,60219205.482,60781036.552,41850390.697,75234510.633,86367561.94,38913412.973,27511101.33,24592292.006,46190991.223,62981888.272,80628821.584,35917081.658,15825761.898,90588193.938,80720576.641,42825268.967,20611646.635,13353490.811,41911927.844,73218781.565,61565810.298,47595562.072,26399694.267,59582194.574,25225112.623,83137638.33,53436696.189,26663967.928,50323083.04,47335801.828,96471731.551,71450696.954,66008157.138,63402941.381,82876331.145,11604694.942,73386295.235,40551971.714,32060669.683,90047792.493,69776758.203,0,0,1
86356068.637,78883361.489,52519269.987,66595700.345,48304812.429,48989967.797,60441380.974,14495585.534,52128900.368,60227824.316,60791774.264,41848495.891,75236886.851,86373031.154,38933832.344,27510116.769,24591040.659,46375649.816,63042776.761,80577075.396,35883982.962,15826653.417,90585684.861,80734673.076,42829382.587,20574970.888,13355522.919,41925262.519,73236904.54,61556414.449,47591910.535,26411434.762,59584448.432,25227578.04,83128713.895,53379543.908,26665041.56,50333636.63,47345086.543,96475754.555,71445316.845,65956761.614,63400010.885,82884751.031,11615834.873,73334308.046,40560308.907,32061162.813,90058701.909,69773067.859,0,0,1
86350529.89,78892788.832,52519205.139,66599172.026,48292606.496,48990256.382,60416229.744,14334346.273,52128728.529,60307178.301,60791031.921,41840657.408,75232838.015,86372618.252,38921687.737,27502156.072,24594810.916,46410073.92,63016008.554,80631756.958,35911214.482,15824796.094,90585379.464,80737359.963,42826173.067,20565667.935,13361095.122,41925559.126,73238976.074,61558324.573,47592821.643,26385235.592,59584243.097,25229138.572,83128449.366,53369553.522,26665701.105,50338538.083,46780295.847,96472204.794,71443786.45,65944181.899,63402599.509,82842681.207,11602558.186,73406369.354,40558527.251,32060669.107,90058517.905,69773503.767,0,0,1
86363530.212,78897262.822,52519002.654,66597218.758,48301626.505,48995559.536,60418940.555,14314903.66,52128653.147,60275630.371,60787623.591,41820967.73,75239696.656,86366560.592,38920752.463,27509564.615,24629668.417,46409989.124,63019447.753,80633670.028,35909453.234,15825848.809,90585571.509,80724167.719,42826060.731,20582764.271,13354407.166,41927340.527,73236028.383,61552714.156,47596325.945,26388595.142,59584653.2,25227557.733,83125046.126,53379291.342,26665062.038,50317988.705,47344496.324,96472818.125,71443551.393,65946357.636,63389786.693,82886835.089,11602057.563,73380333.767,40552151.326,32061104.913,90059860.126,69772351.673,0,0,1
86347813.549,78904621.562,52519636.171,66602171.96,48312501.328,48989546.686,60412621.942,19204747.319,52133618.746,60281634.165,60821582.1,41837521.926,75249888.844,86375495.708,38918391.944,27504285.116,24564139.773,46405022.094,62995795.062,80634999.097,35921112.627,15825454.038,90588117.161,80731969.638,42825483.575,20577643.841,13357981.934,41927771.69,73233232.399,61552351.859,47600077.043,26389554.597,59584710.948,25226496.977,83134903.462,53377982.206,26663631.582,50282374.789,47345501.697,96470873.593,71441907.77,65946887.6,63400253.906,82891482.906,11608373.803,73382734.486,40533654.205,32062478.488,90054635.799,69779963.99,0,0,1
86356868.297,78900880.259,52526654.984,66549330.407,48297617.414,48991643.856,60443654.027,14265266.392,52130399.158,60279387.012,60795559.01,41838264.498,75235611.825,86369381.532,38909163.022,27514920.808,24601073.907,46468581.266,63023774.096,80632542.577,35906965.826,15826659.0,90585610.836,80730342.352,42825731.351,20581169.555,13352357.063,41930939.312,73242691.523,61558667.269,47595076.401,26411022.961,59584139.547,25226390.625,83127660.94,53380821.991,26660157.748,50275564.084,47331283.508,96473489.715,71446277.481,65945296.562,63398597.858,82884341.586,11611265.621,73366069.938,40582849.828,32061118.88,90057938.909,69774078.11,0,0,1
86358937.455,78901954.456,52519875.454,66548930.228,48298610.627,48989992.763,60428814.332,14282137.359,52127141.938,60263803.104,60753500.119,41951211.971,64323039.73,86402090.787,38906716.67,27496070.272,24579810.746,47306189.44,63042698.274,80622587.711,43780694.986,15824663.909,90581166.66,80715740.172,42822540.57,20579873.501,13353172.45,41917581.177,73233106.672,61556063.712,47609091.959,26368231.473,59584329.43,25314610.002,83149080.352,53374769.162,26661177.762,50306910.901,47344461.873,96476662.479,71446456.398,65937631.5,63301349.757,82878276.494,11600936.074,73412310.626,40560716.376,32061171.107,90056258.094,69816102.212,0,0,1
86348506.946,78909927.929,52518405.574,66599212.508,48303165.767,48990117.582,60418608.908,14271937.404,52131932.898,59635550.566,60785342.204,41847125.944,75269771.659,86390190.625,38770181.192,27504002.545,24594490.272,46411864.682,62897855.315,80638179.038,35906480.881,15822335.704,90586767.517,80728641.518,42831031.04,20579922.392,13354463.704,41928311.541,73135943.524,61568763.394,47596535.01,26655012.091,59584894.004,25228287.46,83083851.152,53385519.004,26664812.1,47585012.988,47349784.379,96473496.124,71440991.711,65946832.32,63401269.02,82906419.186,11603269.506,73379556.898,40552868.782,32061249.661,90059406.362,69747971.444,0,0,1
