f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,Person,Artist,CelestialBody
86355121.649,78906893.806,52518330.445,66594363.996,48301740.4,48990158.984,60416747.973,14279611.868,52129236.249,60277153.237,60791309.148,41840848.87,75131321.175,86368578.255,38906178.171,27508051.341,24585760.301,46409782.181,63028543.051,80636324.397,35909923.3,15827188.836,90585790.365,80729661.244,42825817.243,20578817.261,13354919.388,41927509.458,73235226.095,61558147.889,47590511.365,26390894.255,59584618.099,25227189.658,83112366.496,53379999.835,26666019.851,50330403.848,47343938.283,96473247.305,71441067.322,65944462.172,63400315.151,82888387.923,11602960.212,73382634.657,40550493.062,32061349.866,90059128.309,69788310.595,0,0,1
86353152.877,78901858.295,52519106.853,66608684.895,48301473.236,48986685.994,60396108.171,14253995.178,52133364.533,60275159.46,60785537.21,41901659.243,75238667.329,86374835.376,38906768.088,27505241.964,24595249.017,46404319.532,63047419.707,80632441.927,35908600.396,15827512.747,90583728.622,80720841.858,43001365.22,20576254.813,13357169.431,41926131.833,73226764.882,61551191.287,47597825.872,26408121.877,59584653.623,25226841.478,83138001.682,53383710.423,26665903.368,50333735.485,47348149.671,96472321.144,71443260.571,65945160.753,63401781.099,82884706.852,11603399.97,73381422.488,40439275.488,32059287.231,90058564.247,69778315.904,0,0,1
86354432.407,78899386.324,52515453.643,66625250.659,48300965.566,48990702.823,60410802.1,14269195.005,52130182.565,60333442.518,60808865.308,41833565.621,75229603.271,86365968.686,38874536.826,27517068.104,24598241.117,46345398.922,63052568.632,80606243.424,35912143.382,15825628.082,90584798.505,80728949.888,42828772.918,20582193.911,13354712.852,41925867.589,73250122.104,61561651.584,47593188.404,26378893.986,59584343.112,25227643.128,83088484.231,53376557.963,26665814.338,50277749.865,47360537.448,96473608.758,71442765.695,65942240.808,63394884.826,82881983.483,11609715.477,73383555.279,40639841.957,32061170.303,90058023.902,69780650.197,0,0,1
86564957.099,78905448.983,52519110.57,66606588.455,48297946.153,48990155.077,60415659.451,14172626.47,52129294.121,60271474.315,60796157.346,41838268.845,75235266.543,86369569.809,38929506.413,27499662.884,24592004.805,46406178.056,63027285.403,80632946.527,35916069.491,15825953.817,90588058.101,80731462.948,42826168.866,20580423.95,13354467.232,41912616.899,73227608.846,61559262.007,47594575.349,26395702.698,59585057.027,25227892.934,83127511.301,53374721.701,26666834.357,50324485.142,47343680.103,96472727.23,71432141.561,65945846.522,63397574.519,82886854.522,11603007.657,73382690.933,40553632.921,32061023.741,90058362.59,69775300.979,0,0,1
86354668.269,78904511.88,52519508.497,66593816.549,48297092.11,48990156.227,60403951.372,14290160.394,52131206.82,60279350.811,60793532.801,42573398.759,75236337.15,86366349.214,38918601.251,27520142.043,24586680.669,46324923.312,63049428.119,80637582.576,35899802.323,15827476.643,90586315.788,80735058.925,42830037.052,20588772.826,13357233.862,41925213.154,73237329.848,61527423.74,47595394.543,26386267.079,59584406.031,25228106.395,83125785.569,53379503.445,26662701.738,50339887.62,47335220.365,96472192.579,71449833.689,65970914.639,63407994.056,82888152.251,11600983.289,73376678.482,40558701.297,32060760.1,90048449.516,69756284.492,0,0,1
86356737.12,78900773.292,52515912.621,66606555.625,48288104.807,48990179.543,60408201.57,10611223.859,52163465.306,60273095.004,60746706.479,41910129.71,75194198.903,86388909.18,38869259.127,27462320.573,24598267.353,46355294.894,63046055.843,80596776.163,35913038.132,15820559.015,90585937.547,80741205.951,42824082.246,20596185.15,13360728.019,41924462.837,73185056.687,61588156.768,47594505.62,26365530.755,59584339.486,25226865.047,83118932.869,53399116.289,26656134.706,50302745.73,47406050.81,96470561.593,71450968.772,65997699.98,63395879.298,82881147.24,11624677.545,73382648.789,40559616.505,32061547.455,90060329.443,69808512.139,0,0,1
86361114.0,78896238.157,52519114.431,66585153.092,48292859.557,48990228.996,60412273.202,14304140.781,52127795.855,60268237.769,60792218.311,39981684.407,75135943.506,86362259.794,38895882.065,27533244.931,24598135.215,46315728.766,63318561.23,80627824.464,35910472.068,15825506.284,90587939.923,79738292.495,42825455.277,20585017.439,13353672.239,41928560.101,73244790.935,61558563.244,47568100.769,26384284.126,59584442.225,25224402.147,83116756.936,53387490.642,26666123.945,50298307.757,47346912.742,96474152.539,71443282.473,65944712.387,63401513.459,82880712.699,11602555.41,73385212.592,39777722.342,32055439.411,90058651.498,69772958.721,0,0,1
86405233.78,78900351.296,52518855.802,66594933.077,48296137.556,48990223.223,60411214.74,14259729.37,52130202.327,60274866.384,60797171.991,41863029.312,75227395.39,86384192.459,38908451.288,27516504.531,24599083.991,46388229.191,63013111.999,80630405.56,35905011.391,15825438.935,90585096.682,80727749.428,42825832.097,20570513.229,13355778.458,41929077.183,73217177.812,61553917.685,47575814.324,26253845.29,59584593.625,25228491.538,83062794.083,53377530.796,26666191.925,50325990.108,47345807.793,96473638.71,71442662.235,65943334.404,63414890.552,82905965.738,11602970.723,73400955.192,40552860.274,32061631.957,90058136.993,69778914.401,0,0,1
86360309.593,78904082.103,52519607.887,66595709.662,48302722.378,48990079.252,60412060.317,14293459.755,52128216.927,60269281.622,60808035.646,41814391.1,75181907.783,86367836.309,38913508.538,27535132.261,24531071.412,46412906.685,63041283.633,80566851.59,35911189.174,15827438.217,90586533.377,80729026.592,42827923.667,20580650.874,13354613.08,41926387.74,73226381.497,61558041.831,47593328.348,26380490.458,59584776.302,25226705.476,83137465.712,53380315.302,26671920.425,50319181.581,47335564.397,96472379.73,71443550.585,65947529.337,63394341.759,82891995.364,11598235.039,73362341.715,40667166.278,32063299.672,90054955.562,69774954.06,0,0,1
86438181.29,78894447.861,52518917.417,66602853.467,48298859.544,48989293.892,60420598.401,14274416.845,52128140.458,60267817.376,60812827.194,41865920.644,75216843.234,86383038.536,38447138.445,27520054.868,24588264.043,46437292.002,63136506.008,80658385.913,35910506.384,15822229.41,90594509.468,80734199.244,42825715.134,20589133.24,13346500.18,41989015.713,73251466.852,61552787.699,47599935.277,26371848.626,59583895.118,25251409.115,83132350.184,53374706.104,26649141.692,50309987.761,47339157.025,96473156.123,71446241.689,65938655.232,63406558.505,82890084.167,11608780.389,73384488.723,40553819.077,32059674.505,90058377.74,69774280.949,0,0,1
86363271.981,78858546.037,52519589.865,66617248.12,48297992.688,48989945.113,60437917.172,14284974.181,52129485.482,60996186.688,60800811.562,41881336.615,75220011.838,86367635.72,38943600.659,27526346.416,24560860.372,46521864.222,63040514.72,80621849.304,35936039.348,15827293.19,90586452.523,80739175.471,42826458.057,20579811.075,13356893.451,41924247.005,73228503.928,61531313.044,47595853.198,26376191.71,59584261.137,25236022.217,83129100.305,53389094.913,26662642.382,50309805.965,47334944.765,96472428.679,71455725.882,65933176.031,63410792.319,82889547.441,11603646.166,73376050.227,40550218.525,32049330.736,90059089.111,69800618.092,0,0,1
86565049.275,78905877.098,52519499.372,66597045.075,48303584.08,48989741.572,60424007.104,14266311.837,52128936.492,60276269.18,60793012.942,41845557.37,75244456.893,86355695.874,38914971.314,27506580.119,24601988.598,46415041.925,63017886.003,80642358.496,35918276.327,15826240.959,90593231.312,80712952.756,42824251.141,20596655.423,13362382.614,41924086.193,73239083.409,61558151.799,47595948.11,26391060.816,59585059.107,25224543.776,82718205.19,53372161.244,26667450.44,50325197.567,47335129.305,96472628.563,71450739.15,65945562.519,63397332.61,82888810.354,11599408.135,73367713.173,40554164.712,32060137.677,90058122.145,69769791.143,0,0,1
86347314.644,78902268.304,52519590.846,66584778.919,48300874.258,48990706.625,60408316.46,14279351.982,52127165.096,60259959.153,60788143.503,41860804.665,75229866.568,86366503.303,38905352.031,27511322.225,24622459.801,46352169.444,63002279.812,80638646.614,35904112.29,15826968.66,90586213.617,80734436.336,42827546.06,20545508.639,13362311.116,41931871.463,73242463.992,61560797.133,46710457.51,26392524.331,59584655.572,25218768.023,83114732.394,53517618.052,26657085.828,50333305.657,47342089.35,96471270.895,71442874.409,65945980.298,63373519.041,82888948.616,11612699.191,73385599.401,40546900.458,32062063.176,90058111.462,69755154.257,0,0,1
86375593.442,78930400.353,52519726.457,66586359.085,48274086.957,48990197.331,60418425.068,14921397.177,52125341.663,60314799.789,60780100.281,41782952.861,75250944.117,86361399.055,38890762.748,27517034.876,24516785.787,46410415.381,62888413.925,80625656.369,35926860.298,15829453.816,90586927.761,80735364.658,42825276.413,20581160.884,13356571.71,41906910.547,73259200.04,61547104.618,47594708.539,26390262.776,59584581.978,25231088.044,83145224.431,53376462.023,26664988.086,50310922.573,100000000.0,96462632.777,71429818.635,65944839.328,63403101.525,82892553.644,11595957.537,73388228.446,40552410.01,32060297.525,90058448.931,69856804.783,0,0,1
86366887.129,78937634.673,52517983.2,66575236.184,48302419.924,48990108.826,60416821.218,14303242.467,52130352.851,60277941.344,60802489.956,41841462.229,75354364.784,86359300.814,38900312.841,27508877.673,24572692.741,46386046.323,63021800.037,80642877.268,35915043.787,15830258.771,90586832.998,80728703.871,42830772.262,20575774.801,13355286.092,41927788.827,73219731.801,61555017.528,47595343.659,26392022.946,59584857.414,25225158.169,83117854.671,53347527.637,26668052.605,50320810.692,47360577.855,96473309.592,71445211.169,65949678.0,63391105.009,82885432.496,11590721.757,73381530.563,40553963.91,32061012.901,90061802.952,69774093.289,0,0,1
86385947.677,78901806.378,52527211.645,66519549.362,48269456.287,48989949.358,60418837.285,14264589.895,52129585.932,60298609.126,60792064.747,41840159.778,75230937.538,86514117.495,38915668.387,27504165.446,24593147.826,46315127.038,63095691.569,80631037.853,35909834.664,15827003.67,90586493.693,80732907.542,42826220.606,20581317.905,13356686.11,41926370.232,73227008.966,61570429.583,47594021.607,26397655.244,59584115.963,25225389.791,83141125.619,53383023.543,26665952.865,50325266.419,47348789.735,96472667.214,71445521.267,65943451.14,63416433.609,82884978.456,11599101.933,73378548.091,40549917.21,32061133.301,90057125.547,69778711.579,0,0,1
86362087.889,78897616.694,52519338.269,66580193.073,48296944.111,48990186.282,60171041.112,14272124.363,52148435.269,60266980.168,60824584.537,41833947.344,75237420.187,86355409.561,38910876.682,27604528.678,24481063.724,46320908.569,63034691.018,80648795.304,35909851.463,15824619.404,90585577.239,80757908.982,42825493.951,20579894.745,13354040.953,41922717.603,73234561.542,61558133.03,47599105.599,26396475.312,59582395.731,25249196.363,83131554.409,53356099.537,26665198.187,50332150.63,47335473.467,96473587.375,71443349.356,65939465.054,63448508.8,82888526.356,11617302.053,73384793.063,40557963.712,32060257.322,90058511.537,69771696.651,0,0,1
86362724.117,78905195.081,52518551.769,66606738.809,48298442.733,48990325.001,60414235.363,14272833.326,52130067.88,60288210.098,60791543.487,41826398.277,75219140.343,86378905.148,38893305.027,27499948.326,24596167.437,46345744.393,63036596.152,80639064.995,35909150.226,15828996.297,90613053.782,80736474.521,42825221.333,20580121.508,13350989.041,41940043.162,73235027.216,61556407.812,47599612.133,26398858.056,59584541.661,25224099.187,83116697.828,53380145.094,26666670.742,50306188.689,47343448.752,96472394.653,71458909.54,65946495.602,63405542.07,82887591.853,11602715.727,73379470.505,40592597.707,32060575.885,90060677.863,69784575.746,0,0,1
86373480.782,78897361.845,52519993.136,66594971.193,48299878.599,48990294.809,68721256.514,14274159.327,52130343.547,60251369.189,60801476.169,41816764.223,75267337.006,86364920.295,38901726.183,27522526.317,24594771.775,46389568.444,63041565.308,80622264.214,35905573.872,15866849.094,90576122.385,80733460.231,42827332.551,20588620.4,13355816.271,41966410.823,73229872.147,61561935.831,47616235.037,26371937.117,59584120.312,25228578.69,83123872.146,53372113.592,26663452.556,50299278.491,47339649.254,96473208.499,71444277.696,65945657.942,63389860.537,82900858.478,11605500.76,73429761.318,40550649.441,32059354.767,90057538.239,69780493.873,0,0,1
86357221.619,78904627.47,52519105.284,66595896.389,48298669.148,48990191.593,60413357.683,14277910.901,52130172.202,60270383.883,60791088.16,41837743.951,75230518.067,86367439.679,38912899.846,27493505.705,24596101.546,46397963.978,63025613.158,80570703.39,35910543.154,15826486.678,90586159.462,80729001.932,42826560.852,20578976.088,13354857.134,41927884.675,73237301.081,61558372.539,47594230.995,26413545.661,59583796.835,25228335.397,83130053.166,53342200.622,26660739.195,50417868.987,47345407.747,96472995.61,71441868.767,65943946.538,63399157.957,82830887.3,11603678.624,73456090.496,40553828.315,32061545.389,90058569.818,69770590.717,0,0,1
86378986.485,78895557.986,52517314.24,66604376.822,48298481.524,48986264.33,60419526.714,14265070.024,52128404.505,60268301.691,60797343.707,41933555.143,75221357.135,86352284.146,38912884.223,27521274.897,24594782.127,46426687.049,62892084.296,80653953.685,35912728.196,15823305.584,90586854.557,80694218.839,42823985.636,20527634.471,13356093.557,41923896.555,73332495.993,61560717.03,47596499.864,26391092.833,59584316.058,25593963.28,83132500.263,53374250.163,26664388.821,50321332.576,47337233.849,96476675.971,71447120.571,65944439.304,63397517.211,82897890.757,11601190.732,73383685.864,40554626.934,32060738.855,90057430.39,69770619.839,0,0,1
86358825.393,78897893.819,52519114.093,66597701.76,48325955.566,48989923.41,60424235.5,14280141.737,52125012.957,60276208.706,60783611.759,41838781.768,75243684.099,86366639.806,38929929.908,27512328.694,24601195.772,46414039.272,62975990.324,80653053.885,35911296.696,15873544.071,90587512.299,80741334.484,42836118.627,20575630.685,13346842.764,41925658.628,73237403.402,61551224.039,47602117.111,26385489.118,59584709.245,25224846.196,83172451.252,53363490.53,26607882.612,50319661.609,47345009.193,96474254.509,71460364.435,65957503.353,63393346.647,82890068.693,11594650.396,73393463.349,40553656.551,32065396.964,90057924.056,69759814.517,0,0,1
86357218.201,78898582.406,52519328.143,66612663.462,48295007.013,48990232.701,60408599.983,14267414.173,52128766.387,60262148.108,60800891.674,41846935.563,75225819.364,86366896.051,38906524.185,27516862.041,24594145.627,46413993.915,63096108.926,80632683.153,35912873.79,15823537.191,90586189.229,80738534.506,42825962.119,20583387.208,13353807.079,41926613.725,73255018.825,61559028.781,47592717.605,26382829.916,59584329.263,25236638.683,83127518.569,53372661.259,26663638.306,50296067.534,47342399.589,96471628.039,71444866.059,65944609.931,63404475.671,82888068.182,11603995.056,73384185.511,40552394.155,32060831.184,90058410.938,69775564.759,0,0,1
86356007.025,78881934.91,52518033.417,66599576.851,48295680.75,48990740.464,60410164.728,14208392.073,52127749.016,60295000.084,64034600.04,41848553.096,75277703.041,86364075.629,38901645.611,27518164.889,24597854.1,46401083.863,63107894.988,80622331.701,35917101.866,15833283.471,90587243.545,80730896.383,42825956.914,20582182.622,13350954.152,41921603.104,73264759.076,61558719.363,47606266.917,26389774.255,59582713.176,25235491.452,83147348.242,53373757.887,26664371.493,50319027.31,47349877.317,96478934.048,71447304.258,65941753.213,63409332.989,82979548.716,11598900.151,73383980.484,40553279.084,32057634.542,90058685.923,69776433.41,0,0,1
86354433.589,78901055.212,52519050.17,66597564.41,48300976.086,48990119.418,60412820.588,14279341.876,52131084.876,60276928.411,60791164.156,41823303.087,75235152.224,86369048.344,38883352.889,27510827.261,24629616.01,46413965.805,63027576.22,80636324.54,35911507.453,15827780.667,90586295.563,80729331.795,42825519.779,20582110.576,13355883.241,41928835.238,73236238.822,61554575.127,47593490.699,26391390.549,59584604.397,25226008.294,83132419.492,53382603.608,26666552.26,50358324.236,47341008.398,96473509.139,71440582.029,65950713.438,63397610.836,82887338.6,11600795.264,73380338.518,40553219.832,32061155.333,90058479.905,69769872.559,0,0,1
86356670.2,78901013.668,52519521.43,66598384.015,48300582.623,48990145.447,60414668.448,14276330.27,52090488.313,60287741.754,60798713.799,41837145.321,75247018.774,86367679.937,38881810.411,27524843.705,24620305.9,46396646.235,63032355.297,80630668.283,35909379.986,15827039.188,90585220.324,80731452.276,42826755.853,20578607.365,13353648.024,41936336.349,73232784.319,61568393.341,47587717.741,26388684.611,59584505.266,25233284.977,83036422.093,53419840.637,26667351.118,50292331.493,47296678.4,96472914.765,71441274.86,65930410.277,63401377.361,82889771.166,11608078.004,73379539.595,40547195.939,32060199.394,90057895.224,69784046.747,0,0,1
86352382.08,78903617.39,52518908.856,66587543.747,48291789.092,48990157.747,60420958.556,14299365.789,52129898.896,60271628.099,60789260.535,41858162.993,75257118.575,86359009.994,38902675.418,27506546.213,24752590.445,46395902.752,62993046.264,80637664.263,35908497.387,15823036.687,90586689.549,81117859.163,42826084.209,20565979.295,13357686.729,41923726.915,73240352.878,61562128.052,47587431.72,26427784.193,59584658.32,25229537.86,83139090.76,53375344.126,26656758.235,50317600.52,47345991.797,96472459.203,71442844.888,65943897.277,63433134.999,82890365.717,11601673.967,73374454.427,40545754.867,32062013.859,90057024.759,69781027.512,0,0,1
86357364.31,78907676.323,52518785.459,66595844.577,48303337.341,48989932.946,60409006.085,14278855.011,52131665.578,60293204.008,60787147.481,41851380.284,75228697.246,86361321.822,38910385.245,27523411.096,24592724.634,46392004.333,63017159.855,80636497.795,35873715.669,15831043.895,90590903.316,80745355.226,42829715.586,20575305.052,13355295.794,41921856.674,73238522.211,61699491.023,47594833.279,26385013.003,59583931.509,25245399.807,83119373.043,53345440.363,26664838.138,50333737.363,47345053.378,96473242.708,71444145.903,65950887.527,63396180.952,82791123.705,11591789.512,73368199.704,40551655.634,32062857.807,90058915.412,69777661.352,0,0,1
86390451.427,78913079.764,52519661.766,66594338.806,48298811.059,48988554.206,60419874.875,14326540.091,52130787.342,60276417.078,60794967.185,41830737.738,72895215.019,86371279.983,38908386.519,27492439.566,24564332.508,46390451.146,63017973.237,80631404.555,35914422.579,15827821.085,90585461.737,80724616.118,42826376.398,20573393.406,13352150.236,41922137.164,73227256.474,61556028.411,47571546.418,26399322.998,59585145.314,25217782.762,83132653.465,53377472.539,26665659.88,50320522.113,47347425.243,96475241.09,71445840.802,65944532.439,63390484.368,82891305.243,11600992.633,73381509.689,40554094.918,32061387.349,90062939.146,69812219.832,0,0,1
86360297.045,78903127.91,52518183.667,66606084.015,48297868.735,48990050.372,60417715.391,14271176.8,52129058.783,60275483.355,60801071.658,41841788.912,75229658.463,86310903.915,38279971.151,27512527.449,24594700.334,46406203.229,63009624.421,80645908.363,35911281.958,15825999.666,90565211.877,80719016.919,42827318.194,20581586.727,13355910.35,41927580.701,73230270.275,61554114.352,47593185.229,26392739.683,59584175.125,25226686.659,83134993.983,53377978.94,26667921.46,50323915.15,47357202.986,96469747.435,71427746.17,65946240.803,63394067.123,82885185.071,11602983.842,73381115.144,40552790.549,32060940.481,90058991.285,69766560.408,0,0,1
86391811.963,78900656.116,52519166.416,66596846.748,48298938.51,48990340.076,60414773.228,14268841.862,52129118.292,60277598.769,60794030.088,41830150.8,75238794.234,86377724.903,38914017.358,27493938.454,24589436.069,46405320.662,63021684.813,80637428.9,35908330.637,15826807.221,90585659.701,80724612.297,42822045.464,20576308.89,13354789.051,41926501.84,73235169.597,61551654.415,47575340.636,26389249.579,59584720.018,25228412.986,83127393.971,53386869.605,26642291.383,50329144.6,47345409.255,96471502.258,71444407.467,65942554.515,63400213.29,82893650.172,11581877.067,73378736.893,40556094.167,32061211.123,90059894.416,69771679.362,0,0,1
86419738.854,78909860.705,55376600.742,66597100.949,48284473.989,47676152.627,60415607.895,14279191.877,53410034.766,60274049.24,60792319.624,41840958.928,75234710.954,86474924.008,38916810.642,27473988.94,24590687.665,46405576.819,63023078.791,80635527.555,35910299.125,15826659.265,90583002.322,80730326.612,42511420.293,20623563.645,13366542.529,41928483.237,73235931.278,61556095.507,47589266.013,26389368.372,59584497.802,25226883.868,83126266.955,53379445.703,26666005.767,50362738.814,47347828.852,96473451.269,71420286.335,65946559.312,63400011.55,82886837.499,11604164.711,73471718.572,40545364.269,32061184.538,90039713.389,69772744.532,0,0,1
86359109.082,78900361.585,52518266.46,66622704.802,48404137.974,48990057.132,60407584.717,14256089.232,52129231.359,60353193.142,60807084.497,41939143.267,75243396.639,86380344.182,38925342.725,27653018.186,24598816.35,52819585.796,62896044.404,80637218.676,35911425.201,15826767.607,90584206.203,80736282.764,42809279.945,20582665.442,13354114.2,41926061.051,73270374.894,61566916.214,47590609.29,26387289.204,59584549.069,25226010.145,83127455.705,53365459.647,26666604.449,50342010.54,47338034.052,96474474.109,71442482.749,65945996.481,63412954.213,82881385.154,11687404.798,73398333.753,40548983.495,32060843.252,90058557.308,69767699.679,0,0,1
86349694.429,78894923.104,52519375.32,66599672.837,48303186.922,48989671.556,60413776.548,14278422.97,52130977.674,60279786.395,60742325.113,41823840.363,75246499.837,86368377.695,38919234.905,27526426.717,24594123.35,46405827.119,63027898.42,80630891.643,35908323.689,15828066.9,90588167.446,80730059.269,42822866.842,20574709.425,13354321.715,41928554.12,73246576.267,61557032.273,47596249.758,26398775.556,59584540.283,25235259.822,83122493.277,53392651.082,26663531.694,46653148.156,47331592.344,96472896.312,71416479.872,65941044.624,63396931.843,82868018.946,11589468.926,73377507.976,40554384.328,32059311.094,90058462.368,69772636.014,0,0,1
86349695.915,78891566.937,52519375.324,66599672.858,48303192.215,48989671.322,60413776.582,14278422.615,52130977.672,60279785.109,60742300.911,41823920.794,75246471.167,86368377.734,38919235.223,27526428.277,24594099.965,46405827.602,63028268.849,80630844.332,35908323.377,15828066.91,90587822.463,80730059.545,42822866.757,20574709.622,13354321.716,41928556.926,73246576.826,61557032.513,47596248.32,26398776.715,59584540.273,25235251.422,83122492.87,53392651.135,26663531.372,46646708.548,47331697.017,96472896.463,71416480.552,65941044.193,63396930.581,82867985.808,11589468.801,73377507.559,40554384.341,32059311.031,90058462.362,69772639.564,0,0,1
86360151.79,78912981.587,52518717.088,66589955.901,48300595.563,48990237.765,60430952.431,14279404.921,52125617.565,60274349.583,60795445.244,41841806.156,75212956.193,86368848.847,38931478.198,27512201.883,24595934.075,46213915.906,63034972.149,80627151.991,35908683.734,15825534.883,90585930.799,80731013.78,42824419.456,20573119.238,13352415.229,41925315.21,73234816.244,61558335.72,47680025.16,25698026.958,59586046.684,25226981.923,83144177.132,53375024.39,26669300.47,50329124.143,47352057.786,96473264.207,71442495.81,65951557.209,63395824.243,82884150.189,11592886.36,73380856.127,40574902.847,32059976.441,90057957.195,69775886.047,0,0,1
86379647.617,78256278.431,52517591.528,66575681.032,48203769.401,48989477.943,60363491.303,14275990.681,52130647.238,60280349.609,60793408.184,41872758.978,75241639.01,86364506.492,38908361.77,27495716.344,24596192.383,46410520.051,63019599.098,80638496.976,35910796.081,15825084.315,90585486.57,80732907.6,42826784.26,20579840.35,13354080.096,41925162.37,73222653.722,61553136.927,47601130.547,26380183.04,59584607.796,25222313.186,83121993.961,53375323.067,26650675.384,50330732.083,47344744.843,96473605.914,71444980.983,65944584.945,63399606.864,82835883.192,11603493.132,73386927.749,40562531.724,32057083.261,90059046.324,69775878.788,0,0,1
86352111.924,78902942.768,52517053.066,66597175.076,48305935.515,48990002.293,60419600.207,14276213.156,52128658.891,60274650.404,60803807.356,41842866.751,75254509.388,86428752.009,38897234.588,27513457.009,24588884.078,46417842.749,63015017.527,80647254.613,35902164.93,15825193.422,90586060.802,80742670.153,42825950.112,20578268.833,13355763.033,41918542.639,73238396.374,61550039.607,47593880.936,26390662.954,59584862.744,25237103.452,83128250.416,53373579.565,26666770.028,50325642.485,47354554.427,96472606.243,71444803.839,65935515.783,63397849.539,82347564.201,11607626.519,73383980.519,40544511.677,32060805.465,90059568.575,69780085.605,0,0,1
86354396.928,78884888.083,52519510.119,66602749.098,48297206.325,48990128.893,60406402.078,14265210.71,52134076.637,60287875.219,60864013.236,41828436.647,75217340.16,86371155.178,38915410.973,27489132.227,24571285.181,46452925.522,62969755.638,80637055.943,35917801.616,15830930.637,90572404.896,80731556.494,42826640.195,20485356.773,13349190.173,41926189.815,73154265.387,61558530.593,47593721.172,26390009.334,59584353.844,25228264.645,83128436.525,53373013.725,26664898.217,50232970.617,47348852.845,96471845.326,71442877.127,65944782.723,63399381.934,82895963.569,11348495.473,73388217.079,40557601.889,32060506.041,90058573.959,69772785.411,0,0,1
86360885.126,78905539.374,52519217.627,66649195.138,48269758.073,48990158.454,60409923.676,14257393.679,52432635.203,60281819.047,60797433.836,41841856.778,75316018.817,86249961.451,38941190.403,27511008.886,24574623.772,46413670.481,63041568.872,80646605.555,35919169.556,15825742.773,90578620.49,80726184.995,42726542.683,20584393.136,13359260.117,41926698.541,73246779.75,61567196.73,47581512.593,26388851.506,59584308.865,25222247.257,83128764.504,53377832.278,26665307.285,50257064.582,47355071.025,96472812.043,71442858.582,65944596.805,63399651.94,82889163.677,11604370.955,73393585.096,40555981.097,32061552.526,90058198.22,69780623.148,0,0,1
86362296.17,78912909.376,52517081.549,66594453.322,48289960.114,48990007.05,60416039.005,14298798.497,52132289.877,60272745.843,60796852.875,41853473.81,75238750.916,86371009.589,38926135.431,27506517.41,24589047.149,46416062.664,63018175.744,80652936.207,35913767.674,15829672.737,90595395.132,80736369.194,42825692.715,20581087.713,13353628.255,41931413.612,73233322.623,61544828.645,47596330.366,26399893.778,59584883.106,25223383.251,83125502.324,53385496.16,26707526.02,50316577.382,47334500.971,96472670.857,71450445.689,65946931.662,63387524.504,82883397.85,11599064.913,73382833.801,40566873.463,32061545.716,90058112.366,69766212.144,0,0,1
86355827.429,78901986.082,52518924.558,66598213.798,48299007.007,48990149.691,60415430.824,14275101.988,52129877.67,60275150.9,60792425.361,41840594.437,75235436.902,86368325.678,38917018.765,27512431.984,24591062.765,46406390.337,63023365.703,80636267.591,35910344.672,15826659.443,90586229.339,80730348.71,42825751.549,20580161.004,13354677.98,41926679.0,73235920.794,61556136.312,47594691.757,26389825.64,59584526.948,25227387.278,83126703.085,53379336.903,26665836.571,50322570.714,47344516.47,96472930.965,71443821.42,65945845.664,63400020.636,82886274.231,11602182.033,73380898.139,40553004.125,32061184.605,90058686.61,69772713.896,0,0,1
86346567.6,78898368.72,52519245.87,66597482.189,48299583.599,48989983.593,60420609.185,14282759.933,52128280.957,60277235.081,60791224.179,41840944.801,75273832.764,86354005.789,38914448.376,27508972.399,24586197.258,46414735.308,63024797.414,80636320.431,35912557.474,15825164.856,90584307.104,80731181.791,42825600.195,20579956.119,13354741.579,41926664.019,73240123.708,61557635.146,47593730.882,26390406.257,59584669.353,25226988.454,83129627.236,53345243.119,26666822.386,50324335.761,47341871.858,96473273.227,71450438.9,65942583.815,63394976.064,82881828.854,11604969.067,73366988.292,40553217.38,32059209.145,90059723.172,69771397.868,0,0,1
86351204.353,78903017.417,52518740.333,66599542.751,48298486.925,48990363.347,60409084.326,14278018.89,52129826.091,60273322.491,60797684.051,41838977.415,75233332.739,86371726.584,38917662.228,27510325.523,24596136.1,46425332.047,63024063.261,80637878.826,35911087.819,15826997.144,90585653.181,80734062.178,42826765.932,20579303.141,13354588.811,41926280.397,73240280.89,61555904.146,47596801.417,26386744.086,59584543.009,25227564.663,83126243.065,53377868.576,26665723.229,50394808.547,47345608.977,96473005.896,71444156.105,65924986.665,63397720.569,82885030.293,11603983.805,73379105.849,40551772.49,32063269.75,90058910.634,69773025.318,0,0,1
86352934.816,78906505.328,52519770.958,66599946.569,48308441.92,48989640.721,60412551.754,14272056.515,52129452.571,60274004.741,60799405.697,41838963.781,75234172.711,86368625.273,38914027.66,27504116.851,24585101.837,46405301.528,63200999.907,80638915.101,35911078.127,15826767.322,90586300.496,80729068.173,42825518.554,20581038.731,13355227.423,41926629.407,73234673.596,61555305.193,47591148.643,26388932.574,59584336.753,25227084.269,83128304.285,53381904.616,26666791.634,50326325.123,47360779.915,96473758.446,71440989.449,65946548.921,63420227.379,82885693.175,11603005.639,73187408.162,40550798.496,32061837.777,90069575.113,69776829.074,0,0,1
